"date","weight","education","religiosity","political","income","gender","age","Year","letter","gun","physical","Direct_Violence","exclusion1","exclusion2","exclusion3","exclusion4","Exclusion","distancing1","distancing2","distancing3","distancing4","Distancing","threat1","threat2","threat3","threat","edu1","edu2","edu3","inc1","inc2","year03","year04","rel1","rel2","rel3","Cthreat","Cpol","Cgender","CpolXCgender","CthreatXCgender","leftist"
2004-05-11,0.42,4,"secular","center",4,"M",34,2004,1,1,1,1,1,6,1,6,3.5,6,4,1,4,3.25,5,4,1,3.33333333333333,0,0,0,0,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-12,0.42,4,"secular","center",4,"M",55,2004,1,1,1,1,1,6,1,6,3.5,4,6,1,1,4,3,3,3,3,0,0,0,0,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,0.42,4,"traditional","center",5,"M",46,2004,2,3,4,3,6,6,3,6,5.25,6,6,1,4,2.75,5,4,6,5,0,0,0,0,0,0,1,0,1,0,1.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,0.42,4,"religious","center",4,"M",46,2004,1,1,1,1,4,3,2,3,3,4,1,1,2,5,5,5,5,5,0,0,0,0,0,0,1,0,0,1,1.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-23,1.32,4,"traditional","center",1,"M",21,2004,4,4,3,3.66666666666667,4,3,3,4,3.5,2,2,2,2,5,5,5,5,5,0,0,0,1,0,0,1,0,1,0,1.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,4,"secular","center",5,"M",40,2004,1,1,1,1,1,3,1,6,2.75,6,6,6,6,1,3,NA,1,2,0,0,0,0,0,0,1,1,0,0,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",1,"M",29,2004,1,1,1,1,2,5,3,NA,3.33333333333333,NA,4,1,2,4.66666666666667,3,3,4,3.33333333333333,0,0,0,1,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",4,"M",45,2004,4,4,2,3.33333333333333,4,3,3,4,3.5,4,4,4,4,3,3,3,4,3.33333333333333,0,0,0,0,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,4,"traditional","center",5,"M",34,2004,1,1,1,1,1,1,NA,6,2.66666666666667,NA,5,2,2,4,4,3,6,4.33333333333333,0,0,0,0,0,0,1,0,1,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.44,4,"traditional","center",4,"M",21,2004,1,1,1,1,1,1,1,3,1.5,6,6,1,6,2.25,3,1,1,1.66666666666667,0,0,0,0,0,0,1,0,1,0,-2.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"traditional","right",2,"M",25,2004,1,1,1,1,3,1,3,6,3.25,6,3,3,4,3,3,3,6,4,0,0,0,1,0,0,1,0,1,0,0.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"secular","center",4,"M",26,2004,1,1,1,1,1,1,1,6,2.25,6,5,1,5,2.75,4,4,5,4.33333333333333,0,0,0,0,0,0,1,1,0,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"secular","right",3,"M",23,2004,4,1,1,2,2,6,6,6,5,3,4,1,3,4.25,6,5,5,5.33333333333333,0,0,0,0,1,0,1,1,0,0,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.44,4,"secular","center",5,"M",23,2004,1,1,6,2.66666666666667,3,3,1,6,3.25,NA,4,4,3,3.33333333333333,6,6,6,6,0,0,0,0,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"secular","right",3,"M",41,2004,1,1,1,1,1,6,2,6,3.75,NA,4,NA,4,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,-2.73,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"secular","center",1,"M",35,2004,1,1,1,1,1,3,3,6,3.25,4,3,1,1,4.75,3,3,3,3,0,0,0,1,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-13,0.44,4,"secular","right",3,"M",45,2004,1,1,1,1,1,6,1,6,3.5,6,6,1,3,3,6,4,6,5.33333333333333,0,0,0,0,1,0,1,1,0,0,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-16,0.44,4,"secular","center",4,"M",19,2004,1,1,1,1,6,6,NA,6,6,1,6,1,1,4.75,NA,2,4,3,0,0,0,0,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.44,4,"traditional","center",5,"M",20,2004,2,5,3,3.33333333333333,6,6,6,6,6,2,1,1,1,5.75,6,6,6,6,0,0,0,0,0,0,1,0,1,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-12,0.44,4,"secular","right",NA,"M",38,2004,1,1,1,1,2,1,3,6,3,1,1,1,1,6,1,2,2,1.66666666666667,0,0,0,NA,NA,0,1,1,0,0,-2.06333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.44,4,"secular","center",5,"M",27,2004,1,NA,1,1,1,6,NA,NA,3.5,6,6,4,4,2,4,1,6,3.66666666666667,0,0,0,0,0,0,1,1,0,0,-0.0633333333333335,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,0.44,4,"secular","center",1,"M",22,2004,6,1,1,2.66666666666667,1,NA,NA,6,3.5,3,3,1,3,4.5,NA,NA,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,0.44,4,"secular","right",3,"M",50,2004,6,1,1,2.66666666666667,2,6,1,6,3.75,5,6,1,4,3,4,2,4,3.33333333333333,0,0,0,0,1,0,1,1,0,0,-0.396666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-23,1.32,4,"secular","center",3,"M",32,2004,1,6,1,2.66666666666667,3,2,1,6,3,1,1,1,3,5.5,6,6,6,6,0,0,0,0,1,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-23,1.32,4,"secular","center",2,"M",60,2004,6,6,1,4.33333333333333,NA,6,1,6,4.33333333333333,1,6,1,1,4.75,4,3,1,2.66666666666667,0,0,0,1,0,0,1,1,0,0,-1.06333333333333,NA,-0.53,0,0,"Non-Leftist"
2004-05-23,1.32,4,"secular","right",5,"M",42,2004,3,2,6,3.66666666666667,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,0,0,0,1,1,0,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2004-05-20,1.32,4,"secular","center",2,"M",59,2004,1,3,6,3.33333333333333,5,6,6,6,5.75,1,1,1,6,4.75,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-23,0.44,4,"traditional","center",3,"M",21,2004,1,6,1,2.66666666666667,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,0,1,0,1,0,1,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2004-05-23,0.44,4,"secular","center",1,"M",27,2004,1,6,3,3.33333333333333,6,6,1,6,4.75,1,1,1,1,6,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",1,"M",60,2004,1,1,1,1,1,1,6,6,3.5,6,6,4,4,2,5,2,2,3,0,0,0,1,0,0,1,1,0,0,-0.73,NA,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",4,"M",39,2004,1,1,1,1,5,6,2,6,4.75,1,4,1,1,5.25,6,6,5,5.66666666666667,0,0,0,0,0,0,1,1,0,0,1.93666666666667,NA,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","left",1,"M",18,2004,1,1,1,1,1,3,5,6,3.75,6,2,2,2,4,6,3,6,5,0,0,0,1,0,0,1,1,0,0,1.27,1.27,-0.53,0,0,"Leftist"
2004-05-20,1.32,4,"secular","right",2,"M",23,2004,1,1,1,1,1,6,3,6,4,3,1,1,1,5.5,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",4,"M",53,2004,1,1,3,1.66666666666667,1,3,3,6,3.25,6,6,6,6,1,1,1,4,2,0,0,0,0,0,0,1,1,0,0,-1.73,NA,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",1,"M",43,2004,1,2,1,1.33333333333333,4,3,4,3,3.5,3,3,2,2,4.5,3,3,3,3,0,0,0,1,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,4,"secular","center",1,"M",75,2004,3,3,1,2.33333333333333,6,6,3,6,5.25,1,1,1,1,6,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-23,0.746,4,"religious","center",3,"M",34,2004,1,1,1,1,2,6,3,6,4.25,3,3,1,1,5,3,5,5,4.33333333333333,0,0,0,0,1,0,1,0,0,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-23,0.746,4,"religious","right",NA,"M",74,2004,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,NA,NA,0,1,0,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.746,4,"religious","center",1,"M",33,2004,1,1,1,1,NA,NA,NA,NA,3.9772932052912,1,1,1,1,6,NA,NA,NA,3.8055346400728,0,0,0,1,0,0,1,0,0,0,NA,NA,-0.53,0,0,"Non-Leftist"
2004-05-19,0.746,4,"religious","right",NA,"M",22,2004,1,1,1,1,2,6,1,6,3.75,2,3,1,1,5.25,3,1,2,2,0,0,0,NA,NA,0,1,0,0,0,-1.73,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-23,0.746,4,"religious","center",1,"M",50,2004,1,1,1,1,4,4,3,6,4.25,1,1,1,1,6,3,3,2,2.66666666666667,0,0,0,1,0,0,1,0,0,0,-1.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.746,4,"religious","right",1,"M",73,2004,1,1,1,1,1,6,6,6,4.75,1,1,1,1,6,1,4,1,2,0,0,0,1,0,0,1,0,0,0,-1.73,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.746,4,"religious","center",1,"M",43,2004,1,1,1,1,6,6,3,6,5.25,2,1,1,1,5.75,6,6,6,6,0,0,0,1,0,0,1,0,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.44,4,"secular","center",1,"M",51,2004,3,1,1,1.66666666666667,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,4,"secular","center",1,"F",63,2004,1,1,1,1,1,6,NA,6,4.33333333333333,1,1,1,3,5.5,6,6,6,6,0,0,0,1,0,0,1,1,0,0,2.27,0.27,0.47,0.27,2.27,"Non-Leftist"
2004-05-18,1.32,4,"secular","left",2,"F",53,2004,1,1,1,1,3,5,3,5,4,5,4,1,2,4,3,3,4,3.33333333333333,0,0,0,1,0,0,1,1,0,0,-0.396666666666667,1.27,0.47,1.27,-0.396666666666667,"Leftist"
2003-02-23,1.32,4,"religious","right",2,"F",57,2003,1,1,1,1,4,4,2,5,3.75,5,1,1,2,4.75,4,5,5,4.66666666666667,0,0,0,1,0,1,0,0,0,1,0.936666666666667,-0.73,0.47,-0.73,0.936666666666667,"Non-Leftist"
2003-02-24,1.32,4,"traditional","right",3,"F",36,2003,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,0,1,1,0,0,1,0,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-26,1.32,4,"secular","center",5,"F",50,2003,1,6,6,4.33333333333333,2,3,6,NA,3.66666666666667,1,1,1,4,5.25,6,6,6,6,0,0,0,0,0,1,0,1,0,0,2.27,NA,0.47,NA,2.27,"Non-Leftist"
2003-02-24,1.32,4,"secular","center",4,"F",56,2003,1,NA,6,3.5,NA,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,0,0,1,0,1,0,0,2.27,NA,0.47,NA,2.27,"Non-Leftist"
2003-03-04,1.32,4,"secular","left",4,"F",27,2003,1,1,1,1,1,2,1,4,2,4,6,5,5,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-02-23,1.32,4,"traditional","right",2,"F",48,2003,1,1,1,1,NA,6,3,6,5,2,1,1,1,5.75,6,5,6,5.66666666666667,0,0,0,1,0,1,0,0,1,0,1.93666666666667,-0.73,0.47,-0.73,1.93666666666667,"Non-Leftist"
2003-02-24,1.32,4,"secular","center",4,"F",24,2003,3,5,4,4,1,2,1,5,2.25,3,6,5,5,2.25,3,3,2,2.66666666666667,0,0,0,0,0,1,0,1,0,0,-1.06333333333333,NA,0.47,NA,-1.06333333333333,"Non-Leftist"
2003-02-23,0.44,4,"religious","right",4,"F",72,2003,1,1,1,1,1,5,1,6,3.25,6,6,1,3,3,3,1,1,1.66666666666667,0,0,0,0,0,1,0,0,0,1,-2.06333333333333,-0.73,0.47,-0.73,-2.06333333333333,"Non-Leftist"
2003-02-23,1.32,4,"religious","right",4,"F",19,2003,1,1,1,1,NA,6,6,6,6,3,3,1,1,5,6,6,4,5.33333333333333,0,0,0,0,0,1,0,0,0,1,1.60333333333333,-0.73,0.47,-0.73,1.60333333333333,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",1,"F",42,2003,1,1,1,1,1,2,1,1,1.25,6,6,6,6,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-02-24,1.32,4,"secular","center",4,"F",56,2003,1,1,1,1,4,5,5,6,5,1,5,4,4,3.5,5,1,2,2.66666666666667,0,0,0,0,0,1,0,1,0,0,-1.06333333333333,NA,0.47,NA,-1.06333333333333,"Non-Leftist"
2003-02-24,1.32,4,"secular","right",5,"F",37,2003,6,6,1,4.33333333333333,4,4,1,6,3.75,4,1,1,3,4.75,6,6,6,6,0,0,0,0,0,1,0,1,0,0,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-23,1.32,4,"secular","center",5,"F",48,2003,2,1,1,1.33333333333333,3,1,4,6,3.5,3,5,1,2,4.25,3,4,3,3.33333333333333,0,0,0,0,0,1,0,1,0,0,-0.396666666666667,0.27,0.47,0.27,-0.396666666666667,"Non-Leftist"
2003-02-23,1.32,4,"secular","left",3,"F",23,2003,1,1,1,1,2,5,1,5,3.25,3,5,3,3,3.5,1,1,1,1,0,0,0,0,1,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-02-24,1.32,4,"secular","right",5,"F",41,2003,5,6,1,4,3,6,6,6,5.25,1,1,1,3,5.5,6,6,6,6,0,0,0,0,0,1,0,1,0,0,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-24,1.32,4,"secular","left",1,"F",53,2003,1,1,1,1,1,2,1,6,2.5,5,5,2,2,3.5,1,1,3,1.66666666666667,0,0,0,1,0,1,0,1,0,0,-2.06333333333333,1.27,0.47,1.27,-2.06333333333333,"Leftist"
2003-02-25,1.32,4,"secular","center",4,"F",34,2003,1,1,1,1,4,5,2,6,4.25,1,4,1,2,5,3,3,3,3,0,0,0,0,0,1,0,1,0,0,-0.73,0.27,0.47,0.27,-0.73,"Non-Leftist"
2003-02-25,1.32,4,"secular","left",NA,"F",22,2003,1,1,1,1,1,1,1,1,1,6,6,5,5,1.5,1,1,1,1,0,0,0,NA,NA,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-02-25,1.32,4,"traditional","left",2,"F",18,2003,1,1,1,1,2,2,1,6,2.75,6,6,5,6,1.25,3,1,1,1.66666666666667,0,0,0,1,0,1,0,0,1,0,-2.06333333333333,1.27,0.47,1.27,-2.06333333333333,"Leftist"
2003-02-26,1.32,4,"secular","left",5,"F",25,2003,2,NA,2,2,6,2,2,2,3,2,2,2,2,5,6,6,6,6,0,0,0,0,0,1,0,1,0,0,2.27,1.27,0.47,1.27,2.27,"Leftist"
2003-02-24,1.32,4,"secular","center",5,"F",18,2003,1,1,1,1,3,6,1,6,4,4,5,1,1,4.25,3,1,1,1.66666666666667,0,0,0,0,0,1,0,1,0,0,-2.06333333333333,0.27,0.47,0.27,-2.06333333333333,"Non-Leftist"
2003-02-25,1.32,4,"secular","center",2,"F",25,2003,1,1,1,1,2,2,2,6,3,4,6,1,3,3.5,2,2,3,2.33333333333333,0,0,0,1,0,1,0,1,0,0,-1.39666666666667,0.27,0.47,0.27,-1.39666666666667,"Non-Leftist"
2003-02-25,1.32,4,"secular","center",NA,"F",53,2003,1,1,1,1,6,6,6,6,6,1,1,1,2,5.75,6,6,6,6,0,0,0,NA,NA,1,0,1,0,0,2.27,0.27,0.47,0.27,2.27,"Non-Leftist"
2003-02-25,1.32,4,"secular","right",NA,"F",37,2003,1,1,1,1,2,4,2,6,3.5,1,2,1,4,5,3,2,2,2.33333333333333,0,0,0,NA,NA,1,0,1,0,0,-1.39666666666667,-0.73,0.47,-0.73,-1.39666666666667,"Non-Leftist"
2003-03-04,1.32,4,"traditional","right",4,"F",44,2003,1,1,1,1,2,6,4,6,4.5,NA,3,1,NA,5,3,4,4,3.66666666666667,0,0,0,0,0,1,0,0,1,0,-0.0633333333333335,-0.73,0.47,-0.73,-0.0633333333333335,"Non-Leftist"
2003-02-26,0.44,4,"secular","center",4,"F",40,2003,NA,6,1,3.5,3,6,6,6,5.25,3,3,1,3,4.5,6,NA,6,6,0,0,0,0,0,1,0,1,0,0,2.27,0.27,0.47,0.27,2.27,"Non-Leftist"
2003-02-25,1.32,4,"secular","left",3,"F",32,2003,1,1,1,1,1,6,3,6,4,2,6,1,1,4.5,3,3,5,3.66666666666667,0,0,0,0,1,1,0,1,0,0,-0.0633333333333335,1.27,0.47,1.27,-0.0633333333333335,"Leftist"
2003-02-25,1.32,4,"secular","center",NA,"F",29,2003,1,1,1,1,3,5,3,6,4.25,5,5,1,4,3.25,3,3,1,2.33333333333333,0,0,0,NA,NA,1,0,1,0,0,-1.39666666666667,NA,0.47,NA,-1.39666666666667,"Non-Leftist"
2003-02-25,1.32,4,"traditional","right",1,"F",19,2003,1,1,1,1,5,5,5,5,5,2,3,1,3,4.75,5,4,5,4.66666666666667,0,0,0,1,0,1,0,0,1,0,0.936666666666667,-0.73,0.47,-0.73,0.936666666666667,"Non-Leftist"
2003-02-25,1.32,4,"secular","center",1,"F",38,2003,1,4,1,2,2,4,1,6,3.25,6,6,4,4,2,3,3,3,3,0,0,0,1,0,1,0,1,0,0,-0.73,0.27,0.47,0.27,-0.73,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",5,"F",37,2003,2,3,3,2.66666666666667,3,4,3,6,4,2,3,3,5,3.75,2,2,3,2.33333333333333,0,0,0,0,0,1,0,1,0,0,-1.39666666666667,1.27,0.47,1.27,-1.39666666666667,"Leftist"
2003-02-25,1.32,4,"traditional","right",2,"F",35,2003,1,5,1,2.33333333333333,5,5,4,6,5,4,1,1,1,5.25,4,4,4,4,0,0,0,1,0,1,0,0,1,0,0.27,-0.73,0.47,-0.73,0.27,"Non-Leftist"
2003-02-25,1.32,4,"secular","center",1,"F",30,2003,1,1,1,1,1,3,1,5,2.5,5,6,3,6,2,1,1,2,1.33333333333333,0,0,0,1,0,1,0,1,0,0,-2.39666666666667,0.27,0.47,0.27,-2.39666666666667,"Non-Leftist"
2003-02-26,1.32,4,"secular","center",3,"F",40,2003,1,1,1,1,1,1,1,2,1.25,6,6,5,6,1.25,2,1,4,2.33333333333333,0,0,0,0,1,1,0,1,0,0,-1.39666666666667,0.27,0.47,0.27,-1.39666666666667,"Non-Leftist"
2003-02-26,0.746,4,"religious","right",NA,"F",46,2003,1,1,1,1,6,1,1,6,3.5,5,1,1,1,5,6,6,6,6,0,0,0,NA,NA,1,0,0,0,0,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-26,1.32,4,"secular","right",3,"F",65,2003,1,1,1,1,6,6,1,6,4.75,6,5,1,6,2.5,1,1,1,1,0,0,0,0,1,1,0,1,0,0,-2.73,-0.73,0.47,-0.73,-2.73,"Non-Leftist"
2003-03-02,1.32,4,"secular","right",4,"F",35,2003,1,1,1,1,4,6,6,6,5.5,1,1,1,1,6,6,6,2,4.66666666666667,0,0,0,0,0,1,0,1,0,0,0.936666666666667,-0.73,0.47,-0.73,0.936666666666667,"Non-Leftist"
2003-03-02,1.32,4,"secular","center",1,"F",19,2003,3,1,6,3.33333333333333,4,6,6,6,5.5,1,3,1,3,5,6,6,6,6,0,0,0,1,0,1,0,1,0,0,2.27,0.27,0.47,0.27,2.27,"Non-Leftist"
2003-02-26,1.32,4,"secular","center",3,"F",45,2003,1,1,1,1,1,6,1,6,3.5,NA,5,1,3,4,3,3,3,3,0,0,0,0,1,1,0,1,0,0,-0.73,NA,0.47,NA,-0.73,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",3,"F",44,2003,1,1,1,1,1,2,1,2,1.5,5,5,5,6,1.75,1,1,1,1,0,0,0,0,1,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-03-02,0.746,4,"religious","right",3,"F",18,2003,1,1,1,1,3,6,3,6,4.5,1,1,1,1,6,6,3,2,3.66666666666667,0,0,0,0,1,1,0,0,0,0,-0.0633333333333335,-0.73,0.47,-0.73,-0.0633333333333335,"Non-Leftist"
2003-03-03,1.32,4,"religious","right",2,"F",70,2003,3,1,1,1.66666666666667,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,1,0,1,0,0,0,1,2.27,-1.73,0.47,-1.73,2.27,"Non-Leftist"
2003-03-04,1.32,4,"secular","left",4,"F",36,2003,1,1,1,1,1,3,4,6,3.5,6,6,3,5,2,4,2,3,3,0,0,0,0,0,1,0,1,0,0,-0.73,1.27,0.47,1.27,-0.73,"Leftist"
2003-03-05,1.32,4,"secular","center",4,"F",48,2003,1,1,1,1,1,3,1,6,2.75,3,5,1,1,4.5,2,1,1,1.33333333333333,0,0,0,0,0,1,0,1,0,0,-2.39666666666667,0.27,0.47,0.27,-2.39666666666667,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",4,"F",25,2003,1,1,1,1,1,1,1,6,2.25,5,5,1,5,3,1,1,3,1.66666666666667,0,0,0,0,0,1,0,1,0,0,-2.06333333333333,1.27,0.47,1.27,-2.06333333333333,"Leftist"
2003-02-26,1.32,4,"traditional","right",5,"F",25,2003,3,5,1,3,1,1,3,1,1.5,1,1,1,1,6,6,6,6,6,0,0,0,0,0,1,0,0,1,0,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",NA,"F",24,2003,1,1,1,1,1,1,1,1,1,6,6,3,6,1.75,1,1,1,1,0,0,0,NA,NA,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-03-02,1.32,4,"secular","center",4,"F",31,2003,1,1,1,1,1,5,2,6,3.5,3,5,2,4,3.5,3,3,3,3,0,0,0,0,0,1,0,1,0,0,-0.73,0.27,0.47,0.27,-0.73,"Non-Leftist"
2003-02-26,1.32,4,"traditional","left",4,"F",29,2003,1,1,NA,1,1,6,1,6,3.5,6,6,1,6,2.25,2,1,1,1.33333333333333,0,0,0,0,0,1,0,0,1,0,-2.39666666666667,1.27,0.47,1.27,-2.39666666666667,"Leftist"
2003-02-26,1.32,4,"traditional","center",2,"F",47,2003,1,1,1,1,2,2,2,6,3,5,5,2,3,3.25,3,3,4,3.33333333333333,0,0,0,1,0,1,0,0,1,0,-0.396666666666667,0.27,0.47,0.27,-0.396666666666667,"Non-Leftist"
2003-03-02,1.32,4,"secular","left",4,"F",28,2003,1,1,1,1,1,NA,1,1,1,6,3,1,6,3,2,1,1,1.33333333333333,0,0,0,0,0,1,0,1,0,0,-2.39666666666667,1.27,0.47,1.27,-2.39666666666667,"Leftist"
2003-02-26,1.32,4,"secular","center",5,"F",25,2003,1,1,1,1,1,3,1,1,1.5,1,4,4,3,4,4,2,6,4,0,0,0,0,0,1,0,1,0,0,0.27,0.27,0.47,0.27,0.27,"Non-Leftist"
2003-02-26,1.32,4,"secular","left",5,"F",29,2003,1,1,1,1,1,1,1,3,1.5,6,6,6,6,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,-2.73,1.27,0.47,1.27,-2.73,"Leftist"
2003-02-27,1.32,4,"secular","center",2,"F",38,2003,1,1,1,1,1,2,1,5,2.25,6,6,1,6,2.25,4,4,1,3,0,0,0,1,0,1,0,1,0,0,-0.73,0.27,0.47,0.27,-0.73,"Non-Leftist"
2003-02-27,1.32,4,"secular","left",3,"F",25,2003,1,1,1,1,1,6,1,3,2.75,6,6,2,6,2,2,1,4,2.33333333333333,0,0,0,0,1,1,0,1,0,0,-1.39666666666667,1.27,0.47,1.27,-1.39666666666667,"Leftist"
2003-03-04,0.44,4,"secular","center",3,"F",32,2003,1,1,1,1,4,6,3,6,4.75,4,4,1,1,4.5,3,3,6,4,0,0,0,0,1,1,0,1,0,0,0.27,0.27,0.47,0.27,0.27,"Non-Leftist"
2003-03-03,1.32,4,"secular","left",4,"F",56,2003,1,1,1,1,1,NA,1,6,2.66666666666667,NA,6,6,6,1,3,1,NA,2,0,0,0,0,0,1,0,1,0,0,-1.73,1.27,0.47,1.27,-1.73,"Leftist"
2003-02-27,0.44,4,"religious","right",NA,"F",20,2003,1,1,1,1,3,5,3,6,4.25,1,6,1,5,3.75,5,5,5,5,0,0,0,NA,NA,1,0,0,0,1,1.27,-0.73,0.47,-0.73,1.27,"Non-Leftist"
2003-02-27,1.32,4,"secular","center",4,"F",58,2003,1,1,1,1,1,6,1,3,2.75,6,6,1,1,3.5,5,2,6,4.33333333333333,0,0,0,0,0,1,0,1,0,0,0.603333333333333,0.27,0.47,0.27,0.603333333333333,"Non-Leftist"
2003-03-02,0.44,4,"religious","right",3,"F",81,2003,1,1,1,1,6,6,6,6,6,1,2,1,1,5.75,4,6,6,5.33333333333333,0,0,0,0,1,1,0,0,0,1,1.60333333333333,-0.73,0.47,-0.73,1.60333333333333,"Non-Leftist"
2003-02-27,1.32,4,"religious","right",2,"F",24,2003,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,0,1,0,1,0,0,0,1,2.27,-0.73,0.47,-0.73,2.27,"Non-Leftist"
2003-02-27,1.32,4,"secular","left",4,"F",18,2003,1,1,1,1,1,1,1,6,2.25,6,5,1,5,2.75,1,1,5,2.33333333333333,0,0,0,0,0,1,0,1,0,0,-1.39666666666667,1.27,0.47,1.27,-1.39666666666667,"Leftist"
2003-03-02,1.32,4,"secular","right",5,"F",21,2003,1,1,1,1,1,1,1,6,2.25,6,6,1,4,2.75,2,3,4,3,0,0,0,0,0,1,0,1,0,0,-0.73,-0.73,0.47,-0.73,-0.73,"Non-Leftist"
2003-03-02,1.32,4,"secular","left",4,"F",19,2003,1,1,1,1,1,4,1,6,3,5,6,4,5,2,3,3,4,3.33333333333333,0,0,0,0,0,1,0,1,0,0,-0.396666666666667,1.27,0.47,1.27,-0.396666666666667,"Leftist"
